ANNO,CDPELL,CDSOTSEZ,CDGRUPAR,DATAACC,ACCONTO,NRRICEV,TIMESTP
2010,09,17,000258,20100626,   245.00,799      ,20100628102315924
2010,09,17,000258,20100701,   365.00,846      ,20100701170521131
2010,09,17,000258,20100728,   245.00,1073/1074,20100729095720754
2010,09,17,000261,20100725,   110.00,1093     ,20100728120514058
2010,09,17,000261,20100726,   220.00,1080/1081,20100728122446112
2010,09,17,000261,20100727,   245.00,1085     ,20100728122045815
2010,09,17,000264,20100605,   365.00,612      ,20100605174917679
2010,09,17,000265,20100610,   365.00,641      ,20100610174657743
2010,09,17,000271,20100728,   245.00,1102     ,20100728120330838
2010,09,17,000280,20100615,   365.00,664      ,20100615151937966
2010,09,17,000280,20100701,   730.00,853      ,20100701173052869
2010,09,17,000280,20101222,   365.00,1626     ,20101222104700186
2010,09,17,000290,20100615,   245.00,000      ,20100903080620627
2010,09,17,000290,20100728,   245.00,1072     ,20100729095758560
2010,09,17,000290,20100902,  7260.00,1306/1307,20100903141159513
2010,09,17,000290,20100907,   105.00,1320     ,20100907094357083
2010,09,17,000292,20100714,   500.00,957      ,20100715075219298
2010,09,17,000292,20100902,   352.50,1295     ,20100901093056503
2010,09,17,000301,20100629,   220.00,826      ,20100701163416754
2010,09,17,000301,20101019,    25.00,1456     ,20101019171354614
2010,09,17,000326,20100703,   110.00,866      ,20100703170741483
2010,09,17,000341,20100629,  3165.00,828      ,20100701163546365
2010,09,17,000344,20100728,   245.00,1076     ,20100729095535885
2010,09,17,000534,20100608,   365.00,634      ,20100608204715156
2010,09,17,000534,20100609,    15.00,635      ,20100608204814743
2010,09,17,000534,20100725,  1390.00,1105/1108,20100728120120039
2010,09,17,000625,20100615,   600.00,669      ,20100615160136590
2010,09,18,000338,20100704,   760.00,banca    ,20100707083220680
2010,09,19,000094,20100728,   490.00,1103/1104,20100728120252712
2010,10,01,000001,20100728,   220.00,1092     ,20100728121039453
2010,10,04,000004,20100529,   200.00,569      ,20100531081847661
2010,10,04,000004,20100605,   110.00,609      ,20100605155513123
2010,10,04,000004,20100626,   165.00,793      ,20100628101739623
2010,10,07,000345,20100807,   487.50,1169/70  ,20100830145641629
2010,10,15,000363,20100911,   405.00,1356     ,20100915115440647
2010,10,17,000003,20100712,   730.00,918      ,20100713175215382
2010,10,17,000003,20100713,   365.00,935      ,20100715073818969
2010,10,17,000003,20100714,   365.00,936      ,20100715073936533
2010,10,17,000003,20100807,   122.50,1167     ,20100810114304187
2010,10,17,000017,20100609,   365.00,banca    ,20100609211902412
2010,10,17,000017,20100701,   195.00,852      ,20100730160936364
2010,10,17,000017,20100728,   365.00,1166     ,20100810114136030
2010,10,17,000017,20100809,   340.00,1200     ,20100811114343108
2010,10,17,000017,20100810,  1095.00,1184/1196,20100908173451367
2010,10,17,000031,20100422,   150.00,417      ,20100422204628503
2010,10,17,000031,20100708,   215.00,891      ,20100708173301287
2010,10,17,000040,20100506,   122.50,467      ,20100506151938932
2010,10,17,000040,20100715,   365.00,976      ,20100715154841201
2010,10,17,000040,20100718,   990.00,887      ,20100708173757288
2010,10,17,000059,20100717,   365.00,991      ,20100718180142409
2010,10,17,000080,20100902,   220.00,1300     ,20100831172942421
2010,10,17,000092,20100902,   610.00,1312     ,20100903105543033
2010,10,17,000102,20100728,   122.50,1110     ,20100728115314979
2010,10,17,000102,20100807,   220.00,1201     ,20100811114442140
2010,10,17,000102,20100808,   110.00,1219     ,20100811120528757
2010,10,17,000102,20100810,   110.00,1195/96  ,20100908174129651
2010,10,17,000107,20100713,   365.00,937      ,20100715074019721
2010,10,17,000120,20100722,  1460.00,1011     ,20100723184541951
2010,10,17,000122,20100603,   110.00,601      ,20100603155422976
2010,10,17,000122,20101012,   220.00,1446     ,20101012143039575
2010,10,17,000163,20100712,   365.00,915      ,20100916115647541
2010,10,17,000163,20100718,   365.00,996      ,20100718180350723
2010,10,17,000163,20100720,   365.00,banca    ,20100721083659722
2010,10,17,000163,20100916,   477.50,1373     ,20100916104641523
2010,10,17,000170,20100719,   365.00,banca    ,20100719163633386
2010,10,17,000196,20101028,   365.00,banca    ,20101029082142583
2010,10,17,000237,20100726,   110.00,1063     ,20100726105852854
2010,10,17,000258,20100713,   365.00,931      ,20100714205922874
2010,10,17,000258,20100714,   122.50,955      ,20100715075104015
2010,10,17,000258,20100718,   300.00,1156     ,20100803164905364
2010,10,17,000258,20100719,   245.00,997      ,20110120145940512
2010,10,17,000258,20100723,   270.00,1031     ,20100724103423068
2010,10,17,000258,20100807,    97.50,1183     ,20100811114106404
2010,10,17,000271,20100410,   730.00,343      ,20100411151903718
2010,10,17,000271,20100411,    15.00,346      ,20100904092239390
2010,10,17,000271,20100626,   365.00,825      ,20100701163329269
2010,10,17,000271,20100627,   365.00,824      ,20100701163252831
2010,10,17,000271,20100807,   110.00,1172     ,20100811113917403
2010,10,17,000280,20100712,   365.00,916      ,20100713175031802
2010,10,17,000280,20100713,   365.00,921      ,20100713164445269
2010,10,17,000280,20100717,   730.00,980      ,20100717082146074
2010,10,17,000280,20100826,   365.00,1280     ,20100828093230031
2010,10,17,000290,20100902,  1790.00,1306/1307,20100902172948364
2010,10,17,000292,20100714,   815.00,959      ,20100715075419800
2010,10,17,000292,20100717,   175.00,994      ,20100718180240441
2010,10,17,000292,20100718,   365.00,995      ,20100718180314222
2010,10,17,000292,20100902,   582.50,1296     ,20100901093137269
2010,10,17,000326,20100703,   585.00,867      ,20100703170624607
2010,10,17,000326,20100727,   110.00,banca    ,20100729091508192
2010,10,17,000341,20100628,  1095.00,829      ,20100701163631850
2010,10,17,000341,20100713,   245.00,933      ,20100714210138579
2010,10,17,000341,20100807,   220.00,1171     ,20100811113752996
2010,10,17,000344,20100420,   365.00,391      ,20100420182014690
2010,10,17,000344,20100528,  2435.00,556/562  ,20100528114559428
2010,10,17,000344,20100714,   245.00,940      ,20100715074500024
2010,10,17,000344,20100715,   195.00,941      ,20100715074543728
2010,10,17,000344,20100716,  4260.00,942/953  ,20100715074926748
2010,10,17,000344,20100717,    13.00,939      ,20100715100141010
2010,10,17,000344,20100722,   210.00,1028     ,20100724101051330
2010,10,17,000344,20100723,   210.00,1030     ,20100907160849484
2010,10,17,000344,20100728,   122.50,1109     ,20100728115348617
2010,10,17,000344,20100807,   365.00,1168     ,20100810114421063
2010,10,17,000534,20100626,   365.00,797      ,20100628102119142
2010,10,17,000534,20100807,   220.00,1198     ,20100811114214311
2010,10,17,000534,20100809,   465.00,1224     ,20100811121110478
2010,10,17,000534,20100810,   440.00,1242     ,20100811122452311
2010,10,17,000625,20100713,   220.00,922      ,20100713164531131
2010,10,28,000641,20100924,   760.00,banca    ,20100924144920596
2010,11,01,000001,20100807,   440.00,1214/1216,20100811120319725
2010,11,01,000001,20100808,   110.00,1221     ,20100811120705695
2010,11,03,000003,20100801,   365.00,1147     ,20100801154152456
2010,11,09,000009,20100807,   110.00,1232     ,20100811121421620
2010,11,15,000015,20100807,   110.00,1211     ,20100823090916447
2010,11,17,000003,20100724,   730.00,1053     ,20100726115629765
2010,11,17,000003,20100725,    15.00,1054     ,20100726115657609
2010,11,17,000003,20100726,   365.00,1055     ,20100726115801704
2010,11,17,000003,20100727,    15.00,1056     ,20100726120112908
2010,11,17,000003,20100911,    25.00,1349     ,20100915114734727
2010,11,17,000013,20100417,   730.00,375      ,20100418185914638
2010,11,17,000013,20100504,    15.00,454      ,20100505165718165
2010,11,17,000013,20100505,   100.00,455      ,20100505165749244
2010,11,17,000013,20100904,   645.00,1318/1319,20100904172159694
2010,11,17,000017,20100808,   195.00,1220     ,20100811120622367
2010,11,17,000017,20100809,   115.00,1235     ,20100811121730168
2010,11,17,000017,20100810,   122.50,1230     ,20100811121300463
2010,11,17,000031,20100503,  1462.50,445      ,20100429165519468
2010,11,17,000031,20100529,   415.00,568      ,20100531081745520
2010,11,17,000040,20100528,    12.50,549      ,20100527154553314
2010,11,17,000040,20100708,   365.00,888      ,20100708173639037
2010,11,17,000040,20100722,   365.00,1014     ,20100724100619637
2010,11,17,000040,20100801,   110.00,1159     ,20100803180249800
2010,11,17,000040,20100814,    85.00,1261     ,20100821171548108
2010,11,17,000080,20100727,   245.00,1064     ,20100727104121927
2010,11,17,000080,20100801,   365.00,1124     ,20100908171253902
2010,11,17,000080,20100902,   220.00,1300     ,20100831173021344
2010,11,17,000080,20100903,   365.00,1316     ,20100903110612663
2010,11,17,000102,20100810,   245.00,1207     ,20100811114756375
2010,11,17,000102,20100811,   245.00,1236     ,20100811121831200
2010,11,17,000107,20100725,   365.00,1041     ,20100726114602515
2010,11,17,000113,20100714,    45.00,963      ,20100715075742085
2010,11,17,000113,20100715,  2070.00,964      ,20100715075922196
2010,11,17,000120,20100728,   365.00,1096     ,20100728102519887
2010,11,17,000120,20101028,   365.00,banca    ,20101029073916799
2010,11,17,000122,20100603,   110.00,601      ,20100603155447789
2010,11,17,000122,20100720,   245.00,1002     ,20100720173041205
2010,11,17,000163,20100703,   500.00,864      ,20101029074817659
2010,11,17,000163,20100723,   220.00,1050     ,20100726115415000
2010,11,17,000163,20100724,   220.00,1049     ,20100726115327360
2010,11,17,000163,20100725,   365.00,1043     ,20100726114712297
2010,11,17,000163,20100726,   365.00,1047     ,20100726115204142
2010,11,17,000163,20100727,   365.00,1048     ,20100726115250938
2010,11,17,000163,20100801,   610.00,1148/1152,20100801185335780
2010,11,17,000163,20100807,   365.00,1203     ,20100811114615531
2010,11,17,000163,20100808,   365.00,1208     ,20100811115823114
2010,11,17,000163,20100809,   365.00,1209     ,20100811115928005
2010,11,17,000163,20100907,   185.00,1335     ,20100907210817701
2010,11,17,000163,20101020,   600.00,1457     ,20101020171607940
2010,11,17,000163,20101028,   365.00,banca    ,20101029075150612
2010,11,17,000163,20110114,   725.00,48       ,20110114174655154
2010,11,17,000170,20100506,   365.00,469      ,20100507064545996
2010,11,17,000170,20100725,   100.00,1061     ,20100726120416067
2010,11,17,000170,20100811,   110.00,1251     ,20100821084525929
2010,11,17,000191,20100725,   600.00,1059     ,20100726120259050
2010,11,17,000191,20100727,   600.00,1062     ,20100726120547786
2010,11,17,000196,20100715,  1385.00,975      ,20100715154935123
2010,11,17,000196,20100725,   365.00,1045     ,20100726114823954
2010,11,17,000196,20100807,   122.50,1228     ,20100821081711954
2010,11,17,000196,20100907,   365.00,1331     ,20100907204516252
2010,11,17,000237,20100930,   220.00,1416     ,20101005092604964
2010,11,17,000251,20100807,   122.50,1205     ,20100811114721172
2010,11,17,000258,20100629,   365.00,807      ,20100727092535487
2010,11,17,000258,20100719,   365.00,banca    ,20100719144838696
2010,11,17,000258,20100725,   730.00,1051     ,20100726115451719
2010,11,17,000258,20100726,    15.00,1052     ,20100726115548812
2010,11,17,000258,20100727,   110.00,1057     ,20100726120024189
2010,11,17,000258,20100728,   110.00,1058     ,20100726120215221
2010,11,17,000258,20100801,   365.00,1123     ,20100729171744402
2010,11,17,000258,20100802,    85.00,1135     ,20100731172626231
2010,11,17,000258,20100803,   365.00,1143     ,20100731173309293
2010,11,17,000258,20100807,   365.00,1202     ,20100811114538796
2010,11,17,000258,20100808,   110.00,1213     ,20100811120128677
2010,11,17,000258,20100809,   440.00,1234     ,20100811121601621
2010,11,17,000258,20100810,   365.00,1227     ,20100811122217045
2010,11,17,000261,20100801,    25.00,1145     ,20100801154040706
2010,11,17,000261,20100807,   365.00,1165     ,20100820170241353
2010,11,17,000261,20100823,   365.00,1270     ,20100823075520081
2010,11,17,000264,20100724,   245.00,1035     ,20100724160828980
2010,11,17,000264,20100725,   365.00,1044     ,20100726114748266
2010,11,17,000264,20100801,    25.00,1146     ,20100801154115159
2010,11,17,000265,20100801,   365.00,1129     ,20100731112706612
2010,11,17,000265,20100807,   110.00,1238/1239,20100811122035154
2010,11,17,000271,20100628,   365.00,823      ,20100701163214736
2010,11,17,000271,20100629,   365.00,822      ,20100701163126860
2010,11,17,000280,20100520,   365.00,520      ,20100520172143346
2010,11,17,000280,20100714,   365.00,966      ,20100715080022823
2010,11,17,000280,20100715,   365.00,977      ,20100715164909568
2010,11,17,000280,20100717,   270.00,981      ,20100717082217093
2010,11,17,000280,20100719,   365.00,1000     ,20100719170912047
2010,11,17,000280,20100801,  1460.00,1124/1128,20100908170458098
2010,11,17,000290,20100902,   245.00,1306     ,20100902165510260
2010,11,17,000292,20100801,  1500.00,1120     ,20100729161328653
2010,11,17,000292,20100803,   365.00,1149     ,20100801154342471
2010,11,17,000292,20100902,  1807.50,1297     ,20100901093226864
2010,11,17,000301,20100628,   730.00,827      ,20100701163455708
2010,11,17,000341,20100907,  1095.00,1329     ,20100907205139445
2010,11,17,000341,20100908,    30.00,1328     ,20100907205243336
2010,11,17,000344,20100714,   365.00,954      ,20100715075029452
2010,11,17,000377,20100723,   365.00,1039     ,20100724173216577
2010,11,17,000377,20100724,   220.00,1040     ,20100724173136857
2010,11,17,000377,20100801,   365.00,1136     ,20100731172832543
2010,11,17,000377,20100928,   170.00,1411     ,20100928161459167
2010,11,17,000534,20100809,   465.00,1225     ,20100811121143759
2010,11,17,000534,20100810,   440.00,1242     ,20100811122406749
2010,11,17,000534,20100811,   110.00,1250     ,20100821084438226
2010,11,17,000539,20100628,   365.00,792      ,20100908175501545
2010,11,17,000625,20100725,   440.00,1060     ,20100726120345879
2010,11,17,000625,20110108,    85.00,banca    ,20110109082527150
2010,11,17,000660,20100422,    15.00,406      ,20100422182335945
2010,11,17,000660,20100807,   245.00,1233     ,20100811121514058
2010,11,17,000660,20100914,   730.00,1364     ,20100915085217747
2010,11,17,000661,20100801,    85.00,1134     ,20100731172514137
2010,11,17,000661,20100811,   110.00,1248     ,20100821084257398
2010,11,17,000661,20100812,   110.00,1249     ,20100821084335976
2010,12,19,000019,20100826, 17000.00,1282     ,20100831095417973
2010,14,17,000102,20100309,   558.00,189      ,20100309182036420
2010,14,17,000280,20100116,   500.00,38       ,20100116180933056
2010,14,17,000280,20100206,   620.00,109      ,20100206104630929
2010,14,17,000290,20100109,  5000.00,5        ,20100109092844438
2010,14,17,000290,20100125,  7000.00,83       ,20100125095423297
2010,14,17,000290,20100216,  3640.00,133      ,20100216142021067
2010,14,17,000290,20100220,   364.00,143      ,20100220182655652
2010,15,17,000040,20100302,   480.00,180      ,20100427163756036
2010,15,17,000040,20100408,    15.00,321      ,20100408161415303
2010,15,17,000040,20100409,   258.25,322      ,20100408164318705
2010,15,17,000040,20100413,    15.00,361      ,20100414090206067
2010,15,17,000040,20100414,   225.00,362      ,20100414090240187
2010,15,17,000040,20100427,   626.75,432      ,20100427155628723
2010,15,17,000344,20100320,   400.00,242      ,20100528110246934
2010,15,17,000344,20100528,    40.00,555      ,20100904114219826
2010,15,17,000377,20100320,  5100.00,249      ,20100320171530885
2010,15,17,000377,20100321,   165.00,248      ,20100322113339140
2010,15,17,000377,20100422,  1250.00,418      ,20100422204708760
2010,15,17,000377,20100508,  2330.00,480      ,20100510114758639
2010,15,17,000377,20100517,   718.00,503      ,20100517110354237
2010,16,17,000031,20100316,   945.00,205      ,20100318173334902
2010,16,17,000031,20100317,    45.00,212      ,20100429165237901
2010,16,17,000031,20100323,    15.00,260      ,20100323174352344
2010,16,17,000031,20100324,   315.00,259      ,20100429164541350
2010,16,17,000031,20100422,  1200.00,416      ,20100429164907397
2010,16,17,000092,20100330,   300.00,296      ,20100331082902157
2010,16,17,000092,20100331,    15.00,297      ,20100331083002448
2010,16,17,000092,20100504,   385.00,451      ,20100505165327431
2010,16,17,000377,20100422,  1200.00,416      ,20100422204459328
2010,17,02,000068,20100801,   480.00,compens.n,20100731153250587
2010,17,02,000168,20100420,  4905.00,393      ,20100501090508256
2010,17,02,000168,20100504,    30.00,461      ,20100522173224398
2010,17,02,000168,20100522,    94.50,530      ,20100731153623383
2010,17,17,000013,20100410,  1477.50,344      ,20100411151949062
2010,17,17,000013,20100411,    15.00,345      ,20100411152026188
2010,17,17,000013,20100417,   500.00,376      ,20100418190004888
2010,17,17,000013,20100529,  1247.50,567      ,20100531081645098
2010,17,17,000107,02101027,   835.00,552      ,20100527211406925
2010,17,17,000107,20100408,   950.00,319      ,20100408165521990
2010,17,17,000137,20100424, 11190.00,425      ,20100424172029098
2010,17,17,000137,20100425,   135.00,426      ,20100424172147301
2010,17,17,000137,20100602,  1230.00,590      ,20100601170431044
2010,17,17,000137,20100724,    70.00,1036     ,20100724162847549
2010,17,17,000196,20100413,    30.00,351      ,20100413165206724
2010,17,17,000196,20100414,  3660.00,352      ,20100413165326208
2010,17,17,000196,20100422,   250.00,399      ,20100422181744962
2010,17,17,000196,20100527,  2115.00,550      ,20100527152737278
2010,17,17,000251,20100409,   955.00,331      ,20100409083150005
2010,17,17,000251,20100617,   500.00,676      ,20100621113107769
2010,17,17,000251,20100618,   460.00,675      ,20100623075715757
2010,17,17,000261,20100518,  1450.00,507      ,20100518101511742
2010,17,17,000261,20100614,   785.00,663      ,20100614102627195
2010,17,17,000271,20100601,   300.00,593/594  ,20100601173838773
2010,17,17,000271,20100610,   250.00,640      ,20100610172749976
2010,17,17,000290,20100327,  2800.00,275      ,20100329095514206
2010,17,17,000290,20100409,   135.00,337      ,20100409100344607
2010,17,17,000290,20100410,  2580.00,338      ,20100409100453561
2010,17,17,000290,20100415,   930.00,365      ,20100622162522672
2010,17,17,000290,20100513,   750.00,492      ,20100513172251842
2010,17,17,000290,20100529,   735.00,566      ,20100531081610191
2010,17,17,000290,20100621,    15.00,769      ,20100622174830870
2010,17,17,000290,20100623,  4680.00,770      ,20100907083744693
2010,17,17,000301,20100406,   600.00,308      ,20100406180525457
2010,17,17,000301,20100522,   545.00,526      ,20100731090915169
2010,17,17,000301,20100921,   145.00,1402     ,20100921173311816
2010,17,17,000625,20100410,   400.00,341/342  ,20100411151803795
2010,17,17,000625,20100525,   480.00,542      ,20100525162459226
2010,17,17,000662,20100427,  4905.00,393      ,20110324152648040
2010,18,02,000168,20100801,   620.00,compens.n,20100731153153822
2010,18,17,000017,20100420,  1000.00,394      ,20100421092608413
2010,18,17,000017,20100421,    45.00,395      ,20100421092726069
2010,18,17,000017,20100527,  1595.00,553      ,20100527211512034
2010,18,17,000031,20100324,   315.00,259      ,20100323174618095
2010,18,17,000040,20100406,    30.00,30       ,20100406173045792
2010,18,17,000040,20100407,   600.00,306      ,20100406173121996
2010,18,17,000040,20100505,    30.00,462      ,20100505171300112
2010,18,17,000040,20100506,   600.00,463      ,20100505171326503
2010,18,17,000040,20100603,  1260.00,605      ,20100603175942096
2010,18,17,000080,20100408,   300.00,323      ,20100409082604110
2010,18,17,000080,20100409,    15.00,324      ,20100409082653798
2010,18,17,000080,20100410,   300.00,325      ,20100409082722001
2010,18,17,000080,20100520,   305.00,518      ,20100520172338830
2010,18,17,000080,20100521,   240.00,519      ,20100520172639276
2010,18,17,000107,20100415,  1900.00,363      ,20100415151328778
2010,18,17,000107,20100416,    15.00,364      ,20100415151352106
2010,18,17,000137,20100601,  1155.00,589      ,20100724162712546
2010,18,17,000137,20100724,     5.00,1036     ,20100724162252493
2010,18,17,000170,20100318,  5700.00,222      ,20100318172348726
2010,18,17,000170,20100319,   150.00,223      ,20100318174333218
2010,18,17,000170,20100520,  7220.00,517      ,20100520175049594
2010,18,17,000196,20100415,    30.00,353      ,20100413165447396
2010,18,17,000196,20100416,   850.00,354      ,20100413165550381
2010,18,17,000196,20100505,   645.00,456      ,20100505165831057
2010,18,17,000196,20100528,   920.00,551      ,20100527153216318
2010,18,17,000237,20100413,    15.00,355      ,20100413165651569
2010,18,17,000237,20100414,  1895.00,356      ,20100413165737742
2010,18,17,000237,20100522,  1820.00,527      ,20100522172257752
2010,18,17,000237,20100713,   425.00,928      ,20100713165825520
2010,18,17,000241,20100408,  3100.00,326      ,20100409082800221
2010,18,17,000241,20100409,   105.00,327      ,20100409082851190
2010,18,17,000241,20100612,  3345.00,649      ,20100907080342279
2010,18,17,000251,20100408,   545.00,330      ,20100409083115708
2010,18,17,000251,20100618,   535.00,675      ,20100623075559137
2010,18,17,000261,20100417,  3540.00,379      ,20100418190154465
2010,18,17,000261,20100418,    15.00,381      ,20100418190236481
2010,18,17,000261,20100614,  1055.00,663      ,20100614102703631
2010,18,17,000301,20100406,  1500.00,310      ,20100406182008051
2010,18,17,000301,20100417,   550.00,377      ,20100418190038325
2010,18,17,000301,20100418,    15.00,378      ,20100418190121450
2010,18,17,000301,20100522,  2320.00,526      ,20100731090838590
2010,18,17,000662,20100522,  1020.00,530      ,20110324152856416
2010,19,17,000092,20100601,   530.00,537/538  ,20100601165406247
2010,19,17,000092,20100714,   620.00,956      ,20100715075147407
2010,19,17,000113,20100529,  3865.00,571      ,20100605182146885
2010,19,17,000113,20100530,    90.00,572      ,20100605182155167
2010,19,17,000113,20100605,   900.00,614      ,20100727090346512
2010,19,17,000113,20100714,  4005.00,965      ,20100715075952056
2010,19,17,000120,20100705,  2640.00,880      ,20100707083632990
2010,19,17,000120,20100706,    90.00,881      ,20100707083502032
2010,19,17,000163,20100608,   520.00,630      ,20100608163744547
2010,20,17,000040,20100513,  1570.00,496      ,20100513181246951
2010,20,17,000040,20100629,  1550.00,820      ,20100701162959968
2010,20,17,000120,20100728,   615.00,1097     ,20100728102550672
2010,20,17,000214,20100724,  1195.00,1037     ,20100724173355455
2010,20,17,000214,20100928,   100.00,1414     ,20100928155706145
2010,20,17,000214,20101102,    25.00,1473     ,20101030174743806
2010,20,17,000265,20100721,   520.00,1009     ,20100721164513345
2010,20,17,000290,20100622,   700.00,775      ,20100623074558858
2010,20,17,000290,20100630,  1600.00,850      ,20100701170320267
2010,20,17,000290,20100702,   120.00,851      ,20100716112702667
2010,20,17,000290,20100801,  2350.00,1113     ,20100729094708280
2010,20,17,000344,20100626,   110.00,801      ,20100907090816896
2010,20,17,000344,20100919,   300.00,1396     ,20100918165717399
2010,20,17,000377,20100612,  1500.00,657      ,20100613094037940
2010,20,17,000377,20100724,   575.00,1038     ,20100724173328689
2010,20,17,000377,20100928,   525.00,1413     ,20100928160526513
2010,20,17,000377,20101102,    75.00,1473     ,20101030174805728
2010,20,17,000661,20100715,   300.00,978      ,20100801191346415
2010,20,17,000661,20100909,   380.00,1338     ,20100909154107255
2010,20,17,000662,20100612,   535.00,656      ,20110324152528430
2010,21,17,000013,20100623,   200.00,763      ,20100623073810657
2010,21,17,000013,20100724,   340.00,1034     ,20100724160758837
2010,21,17,000031,20100615,   300.00,665      ,20100615154357228
2010,21,17,000031,20100616,    15.00,666      ,20100615154443119
2010,21,17,000031,20100722,   435.00,1017     ,20100724100254461
2010,21,17,000237,20100826,   785.00,1274     ,20100826115451411
2010,21,17,000280,20100503,   400.00,441      ,20100428094435044
2010,21,17,000280,20100504,    30.00,442      ,20100428094517946
2010,21,17,000280,20100722,   860.00,1012     ,20100724100737389
2010,21,17,000660,20100422,   615.00,402      ,20100422181951221
2010,21,17,000660,20100423,    30.00,403      ,20100422182033187
2010,21,17,000660,20100826,   675.00,1278     ,20100827213159041
2010,22,17,000003,20100717,  6000.00,983      ,20100717160647844
2010,22,17,000003,20100914,  1445.00,1361     ,20100915084837223
2010,22,17,000017,20100821,   465.00,1268     ,20100821165230001
2010,22,17,000017,20101006,   480.00,1432     ,20101203153140093
2010,22,17,000031,20100722,  1290.00,1019     ,20100724100058100
2010,22,17,000031,20100916,   985.00,1381     ,20100916163557618
2010,22,17,000040,20100513,   220.00,497      ,20100513182531634
2010,22,17,000040,20100525,   250.00,546      ,20100525184212998
2010,22,17,000040,20100625,   780.00,783      ,20100628100833333
2010,22,17,000040,20100629,   785.00,819      ,20100701162912935
2010,22,17,000040,20100708,   272.00,890      ,20100708173501473
2010,22,17,000040,20100823,    15.00,1272     ,20100823102557025
2010,22,17,000040,20100907,  3775.00,1321     ,20100907100749165
2010,22,17,000040,20100911,   390.00,1351     ,20100915114827993
2010,22,17,000040,20100916,   275.00,1382     ,20100916172549761
2010,22,17,000059,20101116,  3665.00,1495     ,20101116171113045
2010,22,17,000092,20100801,   120.00,1139     ,20100731173045371
2010,22,17,000092,20100921,  7002.00,1400     ,20100921165109982
2010,22,17,000092,20101113,   998.00,1493     ,20101130091358628
2010,22,17,000102,20100714,   195.00,962      ,20100715075646115
2010,22,17,000102,20100715, 10405.00,967      ,20100908153024162
2010,22,17,000102,20100716,   465.00,974      ,20100715155124624
2010,22,17,000102,20100722,   440.00,1013     ,20100724100655872
2010,22,17,000120,20100713,  1000.00,925      ,20100713164154791
2010,22,17,000120,20101005,  1000.00,1424     ,20101005152924596
2010,22,17,000120,20101021,   250.00,1462     ,20101021153500543
2010,22,17,000170,20100722,   300.00,1021     ,20100724095931832
2010,22,17,000170,20100916,   165.00,1380     ,20100916163523384
2010,22,17,000191,20100722,  1390.00,1025/1029,20100724095421467
2010,22,17,000191,20100723,    30.00,1024     ,20100724095556485
2010,22,17,000191,20100801,  1670.00,1114/1117,20100729161740725
2010,22,17,000191,20100811,   465.00,1252     ,20100821084625101
2010,22,17,000191,20100901,   465.00,1283     ,20100828093451427
2010,22,17,000191,20100902,   220.00,1290     ,20100831151925055
2010,22,17,000191,20100907,   820.00,1323/1327,20100907113627844
2010,22,17,000196,20100615,  1130.00,668      ,20100615160220512
2010,22,17,000196,20100907,  1240.00,1333     ,20100907204639691
2010,22,17,000237,20100613,    15.00,653      ,20100613093143680
2010,22,17,000237,20100701,   250.00,854      ,20100701174731158
2010,22,17,000237,20100911,   215.00,1354     ,20100911171056017
2010,22,17,000237,20100912,   140.00,1357     ,20100913120221201
2010,22,17,000237,20100918,   645.00,652      ,20100613093013921
2010,22,17,000258,20100703,   250.00,858      ,20100703083636273
2010,22,17,000258,20100918,   440.00,1392     ,20100918154319661
2010,22,17,000261,20100902,   440.00,1301     ,20100901093601932
2010,22,17,000261,20100923,  1290.00,1403     ,20101007114803742
2010,22,17,000264,20100713,  1000.00,929      ,20100713174009665
2010,22,17,000264,20100826,   520.00,1276     ,20100827212949182
2010,22,17,000264,20101102,  1475.00,1474     ,20101102151558740
2010,22,17,000265,20100910,   465.00,1343     ,20100910110600076
2010,22,17,000265,20101007,   465.00,1437     ,20101007175910789
2010,22,17,000271,20100622,   520.00,758      ,20100623073327780
2010,22,17,000271,20100623,    30.00,759      ,20100623073421425
2010,22,17,000271,20100918,   550.00,1394     ,20100918160555956
2010,22,17,000271,20101007,   440.00,1438     ,20101007175959804
2010,22,17,000280,20100909,   250.00,1339     ,20100909183413418
2010,22,17,000280,20100914,   520.00,1368     ,20100915085552289
2010,22,17,000290,20100722,   200.00,1010     ,20100722105103081
2010,22,17,000290,20100826,   235.00,1273     ,20100826115411644
2010,22,17,000290,20101005,  1765.00,1422     ,20101005154801758
2010,22,17,000290,20101006,    30.00,1421     ,20101005112357091
2010,22,17,000292,20100626,  5060.00,791      ,20100628101612840
2010,22,17,000292,20100714,   165.00,960      ,20100715075456379
2010,22,17,000292,20100801,  1435.00,1119     ,20100729161417733
2010,22,17,000292,20100902,   935.00,1299     ,20100901093411492
2010,22,17,000292,20100903,    45.00,1302     ,20100901093700668
2010,22,17,000292,20100905,  1605.00,banca    ,20100903142523658
2010,22,17,000292,20100918,  5000.00,1390     ,20100918150221379
2010,22,17,000292,20101026,  1000.00,1467     ,20101027095613542
2010,22,17,000292,20110111,  3325.00,banca    ,20110111093557808
2010,22,17,000301,20100910,    15.00,1342     ,20100909183254902
2010,22,17,000314,20100706,  2880.00,876      ,20100707084020649
2010,22,17,000314,20100707,    90.00,878      ,20100707084201120
2010,22,17,000314,20100911,  2060.00,1345     ,20100915114417669
2010,22,17,000326,20100703,   760.00,862      ,20100703170939000
2010,22,17,000326,20100704,    90.00,863      ,20100703170850422
2010,22,17,000326,20100705,  5515.00,861      ,20100830093051809
