1,CELIBE,12345678901234567
2,NUBILE,12345678901234567
3,CONIUGATO/A,12345678901234567
4,LIBERO DI STATO,12345678901234567
5,VEDOVO/A,12345678901234567
6,DEFUNTO                       ,20141211234434984
