ANNO,CDPELL,CDBUS,FLAGAR,POSTO,CDSOCMZ,TMESTP
2009,06,3,R,026,000001432,20090723184416643
2009,06,3,R,027,000001199,20090723184423706
2009,06,3,R,028,000002660,20090723184426534
2009,06,3,R,029,000001210,20090723184429550
2009,06,3,R,030,000001688,20090723184504739
2009,06,3,R,031,000001146,20090723184556569
2009,06,3,R,032,000001409,20090723184608898
2009,06,3,R,033,000001544,20090723184650977
2009,06,3,R,034,000007597,20090723185215186
2009,06,4,A,001,000001414,20090723184442769
2009,06,4,A,002,000001215,20090723184445504
2009,06,4,R,001,000001414,20090723184442785
2009,06,4,R,002,000001215,20090723184445504
2010,07,1,A,001,000001156,20100527180647268
2010,07,1,A,002,000001153,20100527180700848
2010,07,1,A,003,000001362,20100527180722772
2010,07,1,A,004,000001361,20100527180742009
2010,07,1,A,005,000006324,20100527180753855
2010,07,1,A,006,000006320,20100527180810513
2010,07,1,A,008,000001346,20100527180825421
2010,07,1,A,009,000001204,20100527180835095
2010,07,1,A,010,000008164,20100527180844408
2010,07,1,A,011,000008163,20100527180851253
2010,07,1,A,012,000002223,20100527180906193
2010,07,1,A,013,000001378,20100527180913631
2010,07,1,A,014,000001789,20100527180923429
2010,07,1,A,015,000004322,20100527180931040
2010,07,1,A,016,000001360,20100527180943666
2010,07,1,A,017,000001154,20100527180953199
2010,07,1,A,018,000001560,20100527180957028
2010,07,1,A,019,000001071,20100527181006732
2010,07,1,A,021,000001455,20100527181033079
2010,07,1,A,022,000001443,20100527181036845
2010,07,1,A,023,000001222,20100527181130524
2010,07,1,A,024,000001298,20100605184146057
2010,07,1,R,001,000001156,20100527180647268
2010,07,1,R,002,000001153,20100527180700848
2010,07,1,R,003,000001362,20100527180722772
2010,07,1,R,004,000001361,20100527180742009
2010,07,1,R,005,000006324,20100527180753855
2010,07,1,R,006,000006320,20100527180810513
2010,07,1,R,008,000001346,20100527180825421
2010,07,1,R,009,000001204,20100527180835095
2010,07,1,R,010,000008164,20100527180844408
2010,07,1,R,011,000008163,20100527180851253
2010,07,1,R,012,000002223,20100527180906193
2010,07,1,R,013,000001378,20100527180913631
2010,07,1,R,014,000001789,20100527180923429
2010,07,1,R,015,000004322,20100527180931040
2010,07,1,R,016,000001360,20100527180943666
2010,07,1,R,017,000001154,20100527180953199
2010,07,1,R,018,000001560,20100527180957028
2010,07,1,R,019,000001071,20100527181006732
2010,07,1,R,021,000001455,20100527181033079
2010,07,1,R,022,000001443,20100527181036861
2010,07,1,R,023,000001222,20100527181130524
2010,07,1,R,024,000001298,20100605184146057
2010,07,2,A,001,000007900,20100527181148775
2010,07,2,A,002,000005135,20100527181155932
2010,07,2,A,005,000004500,20100527181215042
2010,07,2,A,006,000004501,20100527181217792
2010,07,2,A,007,000002230,20100527181225464
2010,07,2,A,008,000001616,20100527181228277
2010,07,2,A,009,000001207,20100527181236574
2010,07,2,A,010,000004011,20100527181240325
2010,07,2,A,011,000001373,20100527181247903
2010,07,2,A,012,000001750,20100527181254700
2010,07,2,A,013,000001224,20100527181257669
2010,07,2,A,014,000001503,20100527181300716
2010,07,2,A,015,000001646,20100527181303685
2010,07,2,A,017,000001065,20100527181320811
2010,07,2,A,018,000004055,20100527181324999
2010,07,2,A,019,000001147,20100527181331780
2010,07,2,A,021,000001118,20100527181340843
2010,07,2,A,022,000003918,20100527181502051
2010,07,2,A,023,000006225,20100527181514254
2010,07,2,A,024,000002330,20100527181520833
2010,07,2,A,025,000001355,20100527181526067
2010,07,2,A,026,000002780,20100527181529052
2010,07,2,A,027,000001369,20100527181531661
2010,07,2,A,028,000001257,20100527181534833
2010,07,2,A,029,000002888,20100527181540209
2010,07,2,A,030,000002663,20100527181547678
2010,07,2,A,031,000001364,20100527181553772
2010,07,2,A,033,000001418,20100527181602147
2010,07,2,A,034,000006660,20100527181605429
2010,07,2,A,035,000008334,20100527181656446
2010,07,2,A,036,000002252,20100527181705274
2010,07,2,A,038,000001255,20100527181716290
2010,07,2,A,039,000004049,20100527181721228
2010,07,2,R,001,000007900,20100527181148775
2010,07,2,R,002,000005135,20100527181155932
2010,07,2,R,005,000004500,20100527181215042
2010,07,2,R,006,000004501,20100527181217792
2010,07,2,R,007,000002230,20100527181225464
2010,07,2,R,008,000001616,20100527181228277
2010,07,2,R,009,000001207,20100527181236574
2010,07,2,R,010,000004011,20100527181240325
2010,07,2,R,011,000001373,20100527181247903
2010,07,2,R,012,000001750,20100527181254700
2010,07,2,R,013,000001224,20100527181257669
2010,07,2,R,014,000001503,20100527181300716
2010,07,2,R,015,000001646,20100527181303685
2010,07,2,R,016,000001065,20100527181320811
2010,07,2,R,017,000004055,20100527181324999
2010,07,2,R,019,000001118,20100527181340843
2010,07,2,R,020,000003918,20100527181502051
2010,07,2,R,021,000006225,20100527181514254
2010,07,2,R,022,000002330,20100527181520833
2010,07,2,R,023,000001355,20100527181526067
2010,07,2,R,024,000002780,20100527181529052
2010,07,2,R,025,000001369,20100527181531661
2010,07,2,R,026,000001257,20100527181534833
2010,07,2,R,027,000002888,20100527181540209
2010,07,2,R,028,000002663,20100527181547678
2010,07,2,R,029,000001364,20100527181553772
2010,07,2,R,031,000001418,20100527181602147
2010,07,2,R,032,000006660,20100527181605429
2010,07,2,R,033,000008334,20100527181656446
2010,07,2,R,034,000002252,20100527181705274
2010,07,2,R,036,000001255,20100527181716290
2010,07,2,R,037,000004049,20100527181721228
2010,09,1,A,001,000002670,20100703093946303
2010,09,1,A,002,000001502,20100703093952256
2010,09,1,A,003,000001254,20100703094002100
2010,09,1,A,004,000002222,20100703094008319
2010,09,1,A,005,000001451,20100703094016741
2010,09,1,A,006,000001220,20100703094026225
2010,09,1,A,007,000001334,20100703094242369
2010,09,1,A,008,000003927,20100703094259181
2010,09,1,A,009,000001113,20100703162735493
2010,09,1,A,010,000001358,20100703094405355
2010,09,1,A,011,000001429,20100703094412543
2010,09,1,A,012,000002309,20100703094608136
2010,09,1,A,014,000007797,20100703094713900
2010,09,1,A,015,000008125,20100703094727462
2010,09,1,A,016,000001415,20100703094735743
2010,09,1,A,017,000001633,20100703094742696
2010,09,1,A,018,000001122,20100703094748352
2010,09,1,A,019,000001209,20100703094759649
2010,09,1,A,020,000001302,20100703094812539
2010,09,1,A,021,000001404,20100703094821836
2010,09,1,A,022,000007720,20100703094829195
2010,09,1,A,023,000002377,20100703094838726
2010,09,1,A,024,000001397,20100703094846601
2010,09,1,A,025,000006667,20100703094857679
2010,09,1,A,026,000001171,20100703094905319
2010,09,1,A,027,000001370,20100703094912288
2010,09,1,A,028,000001112,20100703094924147
2010,09,1,A,029,000001585,20100703094933428
2010,09,1,A,030,000008245,20100703094947880
2010,09,1,A,031,000001110,20100703095157834
2010,09,1,A,032,000001278,20100703095254194
2010,09,1,A,033,000001313,20100703095716870
2010,09,1,A,034,000001407,20100703100002983
2010,09,1,A,035,000001221,20100703100217049
2010,09,1,A,036,000001453,20100703100230393
2010,09,1,A,037,000001140,20100703100243345
2010,09,1,A,038,000003913,20100703100250860
2010,09,1,A,039,000007813,20100703100303735
2010,09,1,A,040,000001223,20100703100315515
2010,09,1,A,041,000001449,20100703100327812
2010,09,1,A,042,000001016,20100703100332811
2010,09,1,A,043,000007944,20100703100343108
2010,09,1,A,044,000001527,20100703100349248
2010,09,1,A,045,000001058,20100703100359607
2010,09,1,A,047,000001995,20100703100421512
2010,09,1,A,048,000008275,20100703100430277
2010,09,1,A,050,000001844,20100703100453073
2010,09,1,A,051,000001226,20100703100510869
2010,09,1,A,052,000007692,20100703100521462
2010,09,1,A,053,000008126,20100703100537524
2010,09,1,A,054,000004025,20100703100548554
2010,09,1,R,001,000001502,20100703093952256
2010,09,1,R,002,000001254,20100703094002100
2010,09,1,R,003,000002222,20100703094008319
2010,09,1,R,004,000001451,20100703094016741
2010,09,1,R,005,000001220,20100703094026225
2010,09,1,R,006,000001334,20100703094242369
2010,09,1,R,007,000003927,20100703094259181
2010,09,1,R,008,000001113,20100703162735493
2010,09,1,R,009,000001358,20100703094405355
2010,09,1,R,010,000001429,20100703094412543
2010,09,1,R,011,000007797,20100703094713900
2010,09,1,R,012,000008125,20100703094727462
2010,09,1,R,013,000001415,20100703094735743
2010,09,1,R,014,000001633,20100703094742696
2010,09,1,R,015,000001122,20100703094748352
2010,09,1,R,016,000001209,20100703094759649
2010,09,1,R,017,000001302,20100703094812539
2010,09,1,R,018,000001404,20100703094821836
2010,09,1,R,019,000007720,20100703094829195
2010,09,1,R,020,000002377,20100703094838726
2010,09,1,R,021,000001397,20100703094846601
2010,09,1,R,022,000006667,20100703094857679
2010,09,1,R,023,000001171,20100703094905319
2010,09,1,R,024,000001370,20100703094912288
2010,09,1,R,025,000001112,20100703094924147
2010,09,1,R,026,000001585,20100703094933428
2010,09,1,R,027,000008245,20100703094947880
2010,09,1,R,028,000001110,20100703095157834
2010,09,1,R,029,000001313,20100703095716870
2010,09,1,R,030,000001407,20100703100002983
2010,09,1,R,031,000001221,20100703100217049
2010,09,1,R,032,000001453,20100703100230393
2010,09,1,R,033,000001140,20100703100243345
2010,09,1,R,034,000003913,20100703100250860
2010,09,1,R,035,000007813,20100703100303735
2010,09,1,R,036,000001223,20100703100315531
2010,09,1,R,037,000001449,20100703100327812
2010,09,1,R,038,000001016,20100703100332811
2010,09,1,R,039,000007944,20100703100343108
2010,09,1,R,040,000001527,20100703100349248
2010,09,1,R,041,000001058,20100703100359607
2010,09,1,R,043,000001995,20100703100421512
2010,09,1,R,044,000008275,20100703100430277
2010,09,1,R,046,000001844,20100703100453073
2010,09,1,R,047,000001226,20100703100510869
2010,09,1,R,048,000007692,20100703100521462
2010,09,1,R,049,000008126,20100703100537524
2010,09,1,R,050,000004025,20100703100548554
2010,09,1,R,052,000001630,20100703162801993
2010,09,2,A,003,000006318,20100703100622381
2010,09,2,A,004,000001662,20100703100634287
2010,09,2,A,005,000001104,20100703100646098
2010,09,2,A,006,000001120,20100703100655442
2010,09,2,A,007,000001465,20100703100704144
2010,09,2,A,008,000001251,20100703100714159
2010,09,2,A,009,000001504,20100703100724925
2010,09,2,A,010,000001262,20100703101615193
2010,09,2,A,012,000002108,20100703101646819
2010,09,2,A,014,000006659,20100703101847212
2010,09,2,A,015,000004118,20100703101855681
2010,09,2,A,016,000004116,20100703101907744
2010,09,2,A,017,000004541,20100703101917634
2010,09,2,A,018,000006231,20100703101928915
2010,09,2,A,019,000008278,20100703101937477
2010,09,2,A,020,000008387,20100703101953148
2010,09,2,A,022,000001498,20100703102010506
2010,09,2,A,023,000001359,20100703102015990
2010,09,2,A,024,000001647,20100703102029583
2010,09,2,A,025,000001029,20100703102034755
2010,09,2,A,026,000001247,20100703102042864
2010,09,2,A,027,000001408,20100703102051582
2010,09,2,A,028,000001525,20100703102057347
2010,09,2,A,029,000001526,20100703102109737
2010,09,2,A,030,000001089,20100703102117643
2010,09,2,A,031,000001124,20100703102127048
2010,09,2,A,032,000001424,20100703102132439
2010,09,2,A,033,000001109,20100703102141766
2010,09,2,A,035,000002661,20100703102156812
2010,09,2,A,036,000008390,20100703102204734
2010,09,2,A,037,000001193,20100703102211843
2010,09,2,A,038,000001694,20100703102219624
2010,09,2,A,039,000002236,20100703102227483
2010,09,2,A,040,000001121,20100703102231920
2010,09,2,A,041,000001994,20100703102237185
2010,09,2,A,042,000001158,20100703102242450
2010,09,2,A,043,000001268,20100703102258856
2010,09,2,A,044,000001996,20100703102306027
2010,09,2,A,045,000001382,20100703102313605
2010,09,2,A,046,000008441,20100703102319683
2010,09,2,A,047,000002671,20100703102329526
2010,09,2,R,003,000006318,20100703100622381
2010,09,2,R,004,000001662,20100703100634287
2010,09,2,R,005,000001104,20100703100646098
2010,09,2,R,006,000001120,20100703100655442
2010,09,2,R,007,000001465,20100703100704144
2010,09,2,R,008,000001251,20100703100714159
2010,09,2,R,009,000001504,20100703100724925
2010,09,2,R,010,000001262,20100703101615193
2010,09,2,R,012,000002108,20100703101646819
2010,09,2,R,014,000006659,20100703101847212
2010,09,2,R,015,000004118,20100703101855681
2010,09,2,R,016,000004116,20100703101907744
2010,09,2,R,017,000004541,20100703101917634
2010,09,2,R,018,000006231,20100703101928915
2010,09,2,R,019,000008278,20100703101937477
2010,09,2,R,020,000008387,20100703101953148
2010,09,2,R,022,000001498,20100703102010506
2010,09,2,R,023,000001359,20100703102015990
2010,09,2,R,024,000001647,20100703102029583
2010,09,2,R,025,000001029,20100703102034755
2010,09,2,R,026,000001247,20100703102042864
2010,09,2,R,027,000001408,20100703102051582
2010,09,2,R,028,000001525,20100703102057347
2010,09,2,R,029,000001526,20100703102109737
2010,09,2,R,030,000001089,20100703102117643
2010,09,2,R,031,000001124,20100703102127048
2010,09,2,R,032,000001424,20100703102132439
2010,09,2,R,033,000001109,20100703102141766
2010,09,2,R,035,000002661,20100703102156812
2010,09,2,R,036,000008390,20100703102204734
2010,09,2,R,037,000001193,20100703102211843
2010,09,2,R,038,000001694,20100703102219639
2010,09,2,R,039,000002236,20100703102227483
2010,09,2,R,040,000001121,20100703102231920
2010,09,2,R,041,000001994,20100703102237185
2010,09,2,R,042,000001158,20100703102242450
2010,09,2,R,043,000001268,20100703102258856
2010,09,2,R,044,000001996,20100703102306027
2010,09,2,R,045,000001382,20100703102313605
2010,09,2,R,046,000008441,20100703102319683
2010,09,2,R,047,000002671,20100703102329526
2010,09,4,A,001,000002281,20100623112633844
2010,09,4,A,002,000004299,20100623112637922
2010,09,4,A,003,000001253,20100623112711656
2010,09,4,A,004,000004643,20100703102548288
2010,09,4,A,005,000002229,20100703102552616
2010,09,4,A,006,000001643,20100703102557725
2010,09,4,R,001,000002281,20100623112633844
2010,09,4,R,002,000004299,20100623112637922
2010,09,4,R,003,000001253,20100623112711656
2010,09,4,R,004,000004643,20100703102548288
2010,09,4,R,005,000002229,20100703102552616
2010,09,4,R,006,000001643,20100703102557725
2010,10,1,A,003,000003910,20100709170805268
2010,10,1,A,004,000003909,20100709170808455
2010,10,1,A,005,000003911,20100709170811409
2010,10,1,A,006,000003908,20100709170814987
2010,10,1,A,007,000006441,20100709170818034
2010,10,1,A,008,000001367,20100709170824956
2010,10,1,A,009,000001127,20100709170830003
2010,10,1,A,010,000004339,20100709170833096
2010,10,1,A,011,000001984,20100709170845628
2010,10,1,A,012,000007584,20100709171022660
2010,10,1,A,013,000004543,20100709171034239
2010,10,1,A,014,000002283,20100709171038817
2010,10,1,A,015,000001717,20100709171046129
2010,10,1,A,016,000001509,20100709171053286
2010,10,1,A,017,000007635,20100709171104880
2010,10,1,A,018,000007632,20100709171112036
2010,10,1,A,019,000007633,20100709171121646
2010,10,1,A,021,000002312,20100709171141349
2010,10,1,A,022,000007588,20100709171152709
2010,10,1,A,023,000003316,20100709171200522
2010,10,1,A,024,000008513,20100709171205365
2010,10,1,A,025,000001696,20100709171256741
2010,10,1,A,026,000001851,20100709171319507
2010,10,1,A,027,000001708,20100709171330773
2010,10,1,A,028,000001986,20100709171345133
2010,10,1,A,029,000002257,20100709171354992
2010,10,1,A,030,000001372,20100709171428931
2010,10,1,A,031,000001381,20100709171525385
2010,10,1,A,032,000001966,20100709171534494
2010,10,1,A,033,000002734,20100709171543385
2010,10,1,A,034,000002274,20100709171553213
2010,10,1,A,035,000001512,20100709171605464
2010,10,1,A,036,000002125,20100709171839467
2010,10,1,A,037,000007058,20100709171848373
2010,10,1,A,038,000007582,20100709171857170
2010,10,1,A,039,000004592,20100709173819950
2010,10,1,R,003,000003910,20100709170805268
2010,10,1,R,004,000003909,20100709170808455
2010,10,1,R,005,000003911,20100709170811409
2010,10,1,R,006,000003908,20100709170814987
2010,10,1,R,007,000006441,20100709170818034
2010,10,1,R,008,000001367,20100709170824956
2010,10,1,R,009,000001127,20100709170830018
2010,10,1,R,010,000001984,20100709170845628
2010,10,1,R,011,000007584,20100709171022660
2010,10,1,R,012,000004543,20100709171034239
2010,10,1,R,013,000002283,20100709171038817
2010,10,1,R,014,000001717,20100709171046129
2010,10,1,R,015,000001509,20100709171053286
2010,10,1,R,016,000007635,20100709171104880
2010,10,1,R,017,000007632,20100709171112036
2010,10,1,R,018,000007633,20100709171121646
2010,10,1,R,020,000002312,20100709171141349
2010,10,1,R,021,000007588,20100709171152709
2010,10,1,R,022,000001696,20100709171256741
2010,10,1,R,023,000001708,20100709171330773
2010,10,1,R,024,000001986,20100709171345133
2010,10,1,R,025,000002257,20100709171354992
2010,10,1,R,026,000001372,20100709171428931
2010,10,1,R,027,000001381,20100709171525385
2010,10,1,R,028,000001966,20100709171534494
2010,10,1,R,029,000002734,20100709171543385
2010,10,1,R,030,000002274,20100709171553213
2010,10,1,R,031,000001512,20100709171605464
2010,10,1,R,032,000002125,20100709171839467
2010,10,1,R,033,000007058,20100709171848373
2010,10,1,R,034,000004592,20100709173819950
2010,10,1,R,035,000001473,20100709173903653
2010,10,2,A,001,000001098,20100709171908702
2010,10,2,A,002,000001365,20100709171911592
2010,10,2,A,003,000001234,20100709171914811
2010,10,2,A,004,000001547,20100709171921796
2010,10,2,A,005,000008429,20100709171929093
2010,10,2,A,006,000001549,20100709171931983
2010,10,2,A,007,000001419,20100709171937187
2010,10,2,A,008,000007072,20100709171944671
2010,10,2,A,011,000001280,20100709172001687
2010,10,2,A,012,000001548,20100709172005343
2010,10,2,A,013,000002224,20100709172012187
2010,10,2,A,014,000001159,20100709172018531
2010,10,2,A,015,000002067,20100709172025812
2010,10,2,A,016,000001343,20100709172031969
2010,10,2,A,017,000006269,20100709172040094
2010,10,2,A,019,000001291,20100709172055391
2010,10,2,A,020,000002084,20100709172103016
2010,10,2,A,021,000001160,20100709172110751
2010,10,2,A,023,000002297,20100709172125689
2010,10,2,A,026,000002266,20100709172241378
2010,10,2,A,028,000001510,20100709172305112
2010,10,2,A,029,000001126,20100709172313425
2010,10,2,A,031,000008508,20100709172326863
2010,10,2,A,032,000002695,20100709172604702
2010,10,2,A,033,000008511,20100709173933700
2010,10,2,R,001,000001098,20100709171908717
2010,10,2,R,002,000001365,20100709171911592
2010,10,2,R,003,000001234,20100709171914811
2010,10,2,R,004,000001547,20100709171921796
2010,10,2,R,005,000001549,20100709171931983
2010,10,2,R,006,000001419,20100709171937187
2010,10,2,R,007,000007072,20100709171944671
2010,10,2,R,009,000001280,20100709172001687
2010,10,2,R,010,000001548,20100709172005343
2010,10,2,R,011,000002224,20100709172012187
2010,10,2,R,012,000001159,20100709172018531
2010,10,2,R,013,000002067,20100709172025812
2010,10,2,R,014,000001343,20100709172031969
2010,10,2,R,015,000006269,20100709172040094
2010,10,2,R,016,000001291,20100709172055391
2010,10,2,R,017,000001160,20100709172110751
2010,10,2,R,019,000002297,20100709172125689
2010,10,2,R,020,000002266,20100709172241378
2010,10,2,R,022,000001510,20100709172305112
2010,10,2,R,023,000001126,20100709172313441
2010,10,2,R,025,000002695,20100709172604718
2010,10,3,A,001,000003604,20100709172716494
2010,10,3,A,002,000003605,20100709172725696
2010,10,3,A,003,000001324,20100709172731165
2010,10,3,A,004,000001326,20100709172735789
2010,10,3,A,005,000001713,20100709172739508
2010,10,3,A,006,000004059,20100709172742992
2010,10,3,A,007,000001322,20100709172746320
2010,10,3,A,008,000002735,20100709172749273
2010,10,3,A,009,000001336,20100709172752616
2010,10,3,A,010,000001742,20100709172755444
2010,10,3,A,011,000001337,20100709172800131
2010,10,3,A,012,000001698,20100709172804522
2010,10,3,A,013,000008509,20100709172809146
2010,10,3,A,014,000007178,20100709172814599
2010,10,3,A,015,000001184,20100709172846394
2010,10,3,A,016,000008506,20100709172850518
2010,10,3,A,017,000001714,20100709172901955
2010,10,3,A,018,000007177,20100709172905095
2010,10,3,A,019,000001335,20100709172909548
2010,10,3,A,020,000001716,20100709172915329
2010,10,3,A,021,000004324,20100709172918391
2010,10,3,A,022,000007600,20100709172922282
2010,10,3,A,023,000001318,20100709172925922
2010,10,3,A,024,000001736,20100709172932562
2010,10,3,A,025,000004178,20100709172939077
2010,10,3,A,026,000008507,20100709172946062
2010,10,3,A,027,000007073,20100709172951202
2010,10,3,A,028,000002880,20100709172957608
2010,10,3,A,029,000001755,20100709173004499
2010,10,3,A,030,000001319,20100709173009905
2010,10,3,A,031,000001320,20100709173015546
2010,10,3,A,032,000001740,20100709173020952
2010,10,3,A,033,000007907,20100709173026467
2010,10,3,A,034,000002923,20100709173032202
2010,10,3,A,035,000001330,20100709173652434
2010,10,3,R,001,000003604,20100709172716494
2010,10,3,R,002,000003605,20100709172725696
2010,10,3,R,003,000001324,20100709172731165
2010,10,3,R,004,000001326,20100709172735789
2010,10,3,R,005,000001713,20100709172739508
2010,10,3,R,006,000004059,20100709172742992
2010,10,3,R,007,000001322,20100709172746335
2010,10,3,R,008,000002735,20100709172749273
2010,10,3,R,009,000001336,20100709172752616
2010,10,3,R,010,000001742,20100709172755444
2010,10,3,R,011,000001337,20100709172800131
2010,10,3,R,012,000001698,20100709172804522
2010,10,3,R,013,000008509,20100709172809146
2010,10,3,R,014,000007178,20100709172814599
2010,10,3,R,015,000001184,20100709172846394
2010,10,3,R,016,000008506,20100709172850518
2010,10,3,R,017,000001714,20100709172901955
2010,10,3,R,018,000007177,20100709172905095
2010,10,3,R,019,000001335,20100709172909564
2010,10,3,R,020,000001716,20100709172915329
2010,10,3,R,021,000004324,20100709172918391
2010,10,3,R,022,000007600,20100709172922282
2010,10,3,R,023,000001318,20100709172925922
2010,10,3,R,024,000002880,20100709172957608
2010,10,3,R,025,000001755,20100709173004499
2010,10,3,R,026,000001319,20100709173009905
2010,10,3,R,027,000001320,20100709173015546
2010,10,3,R,028,000001740,20100709173020952
2010,10,3,R,029,000007907,20100709173026467
2010,10,3,R,030,000002923,20100709173032202
2010,10,3,R,031,000001330,20100709173652434
2010,10,3,R,032,000001663,20100709173847716
2010,10,4,A,001,000001349,20100709174157171
2010,10,4,A,002,000002072,20100709174219312
2010,10,4,A,003,000001128,20100709174206734
2010,10,4,R,001,000001349,20100709174157171
2010,10,4,R,003,000001128,20100709174206734
2010,11,1,A,001,000001148,20100724150046730
2010,11,1,A,002,000001134,20100724150053715
2010,11,1,A,003,000001463,20100724150101762
2010,11,1,A,004,000002660,20100724150114605
2010,11,1,A,005,000001095,20100724150118137
2010,11,1,A,006,000001434,20100724150130653
2010,11,1,A,007,000007947,20100724150145606
2010,11,1,A,008,000001107,20100724150200075
2010,11,1,A,009,000002909,20100724150209762
2010,11,1,A,010,000002021,20100724150248435
2010,11,1,A,011,000008141,20100724150254997
2010,11,1,A,012,000001374,20100724150303294
2010,11,1,A,013,000004338,20100724150309779
2010,11,1,A,014,000001729,20100724150321670
2010,11,1,A,015,000001405,20100724150325123
2010,11,1,A,016,000001116,20100724150331060
2010,11,1,A,017,000001706,20100724150334763
2010,11,1,A,018,000002877,20100724150338998
2010,11,1,A,019,000002089,20100724150408717
2010,11,1,A,020,000002878,20100724150418670
2010,11,1,A,021,000001125,20100724150429936
2010,11,1,A,022,000001274,20100724150434014
2010,11,1,A,023,000001403,20100724150442592
2010,11,1,A,024,000002022,20100724150449218
2010,11,1,A,025,000001559,20100724150504296
2010,11,1,A,026,000002228,20100724150508062
2010,11,1,A,027,000008479,20100724150510968
2010,11,1,A,028,000002764,20100724150522812
2010,11,1,A,029,000008378,20100724150529765
2010,11,1,A,030,000002763,20100724150536203
2010,11,1,A,031,000008140,20100724150540234
2010,11,1,A,032,000004014,20100724150551671
2010,11,1,A,033,000007948,20100724150602031
2010,11,1,A,034,000001060,20100724150609344
2010,11,1,A,036,000001416,20100724150633360
2010,11,1,A,037,000002214,20100724150644203
2010,11,1,A,038,000006270,20100724150659282
2010,11,1,A,039,000001546,20100724150704235
2010,11,1,A,040,000002601,20100724150710251
2010,11,1,A,041,000001103,20100724150713751
2010,11,1,A,042,000002209,20100724150720016
2010,11,1,A,043,000001096,20100724150726032
2010,11,1,A,044,000001389,20100724150729641
2010,11,1,A,047,000001395,20100724150827220
2010,11,1,A,048,000007955,20100724150838268
2010,11,1,A,049,000008134,20100724150845486
2010,11,1,R,001,000001148,20100724150046730
2010,11,1,R,002,000001134,20100724150053715
2010,11,1,R,003,000001463,20100724150101762
2010,11,1,R,004,000002660,20100724150114605
2010,11,1,R,005,000001095,20100724150118137
2010,11,1,R,006,000001434,20100724150130653
2010,11,1,R,007,000007947,20100724150145606
2010,11,1,R,008,000001107,20100724150200075
2010,11,1,R,009,000002909,20100724150209762
2010,11,1,R,010,000002021,20100724150248450
2010,11,1,R,011,000008141,20100724150254997
2010,11,1,R,012,000001374,20100724150303294
2010,11,1,R,013,000001729,20100724150321670
2010,11,1,R,014,000001405,20100724150325123
2010,11,1,R,015,000001116,20100724150331060
2010,11,1,R,016,000001706,20100724150334763
2010,11,1,R,017,000002877,20100724150338998
2010,11,1,R,018,000002089,20100724150408717
2010,11,1,R,019,000002878,20100724150418670
2010,11,1,R,020,000001125,20100724150429936
2010,11,1,R,021,000001274,20100724150434014
2010,11,1,R,022,000001403,20100724150442608
2010,11,1,R,023,000002022,20100724150449218
2010,11,1,R,024,000001559,20100724150504296
2010,11,1,R,025,000002228,20100724150508062
2010,11,1,R,026,000008479,20100724150510968
2010,11,1,R,027,000002764,20100724150522812
2010,11,1,R,028,000008378,20100724150529765
2010,11,1,R,029,000002763,20100724150536203
2010,11,1,R,030,000008140,20100724150540249
2010,11,1,R,031,000007948,20100724150602031
2010,11,1,R,032,000001060,20100724150609344
2010,11,1,R,034,000001416,20100724150633360
2010,11,1,R,035,000002214,20100724150644203
2010,11,1,R,036,000001702,20100724150652532
2010,11,1,R,037,000001546,20100724150704235
2010,11,1,R,038,000002601,20100724150710251
2010,11,1,R,039,000001103,20100724150713751
2010,11,1,R,040,000002209,20100724150720016
2010,11,1,R,041,000001096,20100724150726032
2010,11,1,R,042,000001389,20100724150729641
2010,11,1,R,045,000001395,20100724150827220
2010,11,1,R,046,000007955,20100724150838268
2010,11,1,R,047,000008134,20100724150845486
2010,11,2,A,001,000001245,20100724151108130
2010,11,2,A,002,000001093,20100724151113677
2010,11,2,A,004,000001146,20100724151125365
2010,11,2,A,005,000002817,20100724151156599
2010,11,2,A,006,000007176,20100724151202537
2010,11,2,A,007,000001409,20100724151209240
2010,11,2,A,008,000001687,20100724151213194
2010,11,2,A,009,000002289,20100724151221287
2010,11,2,A,010,000001202,20100724151226084
2010,11,2,A,011,000001561,20100727173849944
2010,11,2,A,012,000007591,20100724151238694
2010,11,2,A,013,000007592,20100724151245085
2010,11,2,A,014,000008491,20100724151727715
2010,11,2,A,015,000008324,20100724151755091
2010,11,2,A,016,000002264,20100724151806544
2010,11,2,A,018,000001357,20100724151820826
2010,11,2,A,019,000007590,20100724151829591
2010,11,2,A,020,000001044,20100724151833638
2010,11,2,A,022,000001212,20100724151847998
2010,11,2,A,023,000001688,20100724151852264
2010,11,2,A,024,000001106,20100724151901451
2010,11,2,A,025,000004166,20100724152150673
2010,11,2,A,026,000004065,20100724152203502
2010,11,2,A,027,000001516,20100724152210143
2010,11,2,A,028,000001034,20100724152213002
2010,11,2,A,029,000004404,20100724152232612
2010,11,2,A,030,000001544,20100724152244096
2010,11,2,A,031,000001351,20100724152250956
2010,11,2,A,032,000001114,20100724152258893
2010,11,2,A,033,000001387,20100724152302753
2010,11,2,A,034,000001368,20100724152306284
2010,11,2,A,035,000001105,20100724152314222
2010,11,2,A,036,000001432,20100724152320253
2010,11,2,A,037,000002018,20100724152326910
2010,11,2,A,038,000001545,20100724152335082
2010,11,2,A,039,000001354,20100724152341301
2010,11,2,A,040,000008137,20100724152347910
2010,11,2,A,041,000006450,20100724152352426
2010,11,2,A,042,000006451,20100724152355863
2010,11,2,A,043,000001543,20100724152359910
2010,11,2,A,044,000001100,20100724152407254
2010,11,2,A,046,000001164,20100724152419817
